submission_id,review_result,review_time
2025082207423500101574,0,2026-01-06 11:36:45
2025082207423800101580,0,2026-01-06 11:36:45
2025082207431200101708,1,2026-01-06 11:36:48
2025082207431300101711,0,2026-01-06 11:36:48
2025082207431300101712,1,2026-01-06 11:36:56
2025082207432000101744,0,2026-01-06 11:37:01
2025082207432400101762,0,2026-01-06 11:37:02
2025082207434900101855,0,2026-01-06 11:37:08
2025082207434900101857,0,2026-01-06 11:37:14
2025082207440200101901,0,2026-01-06 11:37:19
2025082207440900101933,0,2026-01-06 11:37:21
2025082207442300101988,0,2026-01-06 11:37:24
2025082207442300101990,0,2026-01-06 11:37:25
2025082207445300102109,0,2026-01-06 11:37:27
2025082207450400102153,0,2026-01-06 11:37:28
2025082207450500102159,1,2026-01-06 11:37:32
2025082207450500102161,0,2026-01-06 11:37:34
2025082207453800102302,1,2026-01-06 11:37:38
2025082207454200102323,0,2026-01-06 11:37:50
2025082207454800102347,0,2026-01-06 11:37:52
2025082207455300102373,0,2026-01-06 11:37:56
2025082207460300102406,0,2026-01-06 11:38:00
2025082207460900102433,0,2026-01-06 11:38:00
2025082207461300102452,0,2026-01-06 11:38:00
2025082207461600102464,0,2026-01-06 11:38:01
2025082207464300102585,0,2026-01-06 11:38:27
2025082207465000102613,0,2026-01-06 11:38:29
2025082207465200102619,0,2026-01-06 11:38:29
2025082207465200102621,1,2026-01-06 11:38:32
2025082207470500102686,1,2026-01-06 11:38:39
2025082207470500102687,1,2026-01-06 11:38:44
2025082207471500102736,0,2026-01-06 11:38:46
2025082207472500102758,0,2026-01-06 11:38:49
2025082207474100102844,0,2026-01-06 11:38:49
2025082207481500102987,0,2026-01-06 11:38:52
2025082207483300103070,0,2026-01-06 11:38:54
2025082207484500103123,0,2026-01-06 11:38:58
2025082207485700103181,1,2026-01-06 11:39:04
2025082207490200103215,0,2026-01-06 11:39:06
2025082207491200103260,0,2026-01-06 11:39:12
2025082207491600103280,1,2026-01-06 11:39:45
2025082207491700103285,0,2026-01-06 11:39:45
2025082207492100103296,0,2026-01-06 11:39:52
2025082207492800103331,0,2026-01-06 11:39:52
2025082207492900103338,1,2026-01-06 11:39:57
2025082207493000103342,0,2026-01-06 11:39:59
2025082207493200103354,0,2026-01-06 11:40:02
2025082207500500103508,1,2026-01-06 11:40:07
2025082207500700103515,0,2026-01-06 11:40:10
2025082207501400103545,0,2026-01-06 11:40:18
2025082207502200103570,0,2026-01-06 11:40:18
2025082207503400103632,0,2026-01-06 11:40:18
2025082207503500103633,0,2026-01-06 11:40:19
2025082207503700103648,0,2026-01-06 11:40:19
2025082207504000103656,0,2026-01-06 11:40:24
2025082207504100103662,0,2026-01-06 11:40:27
2025082207504100103663,0,2026-01-06 11:40:29
2025082207504700103688,1,2026-01-06 11:40:34
2025082207510500103780,0,2026-01-06 11:40:37
2025082207511100103810,0,2026-01-06 11:40:37
2025082207512000103860,0,2026-01-06 11:40:39
2025082207512100103863,0,2026-01-06 11:40:39
2025082207512500103887,0,2026-01-06 11:40:43
2025082207512700103898,0,2026-01-06 11:40:43
2025082207513000103913,0,2026-01-06 11:40:45
2025082207513600103940,0,2026-01-06 11:40:48
2025082207514300103970,0,2026-01-06 11:40:52
2025082207515600104024,0,2026-01-06 11:40:52
2025082207520000104044,0,2026-01-06 11:40:53
2025082207521000104091,0,2026-01-06 11:40:53
2025082207521600104126,0,2026-01-06 11:40:54
2025082207522100104138,0,2026-01-06 11:40:55
2025082207522200104144,0,2026-01-06 11:40:55
2025082207522300104150,1,2026-01-06 11:40:58
2025082207522900104183,0,2026-01-06 11:41:00
2025082207523100104190,0,2026-01-06 11:41:03
2025082207523100104196,0,2026-01-06 11:41:03
2025082207523200104199,0,2026-01-06 11:41:22
2025082207523700104225,0,2026-01-06 11:41:25
2025082207524100104238,0,2026-01-06 11:41:26
2025082207525600104306,1,2026-01-06 11:41:30
2025082207531000104379,0,2026-01-06 11:41:31
2025082207531900104423,0,2026-01-06 11:41:35
2025082207532100104445,0,2026-01-06 11:41:38
2025082207533100104479,0,2026-01-06 11:41:38
2025082207533900104512,0,2026-01-06 11:41:38
2025082207535200104577,0,2026-01-06 11:41:40
2025082207540200104619,0,2026-01-06 11:41:44
2025082207540400104628,0,2026-01-06 11:42:17
2025082207541200104662,0,2026-01-06 11:42:22
2025082207542300104707,0,2026-01-06 11:42:25
2025082207542600104720,0,2026-01-06 11:42:27
2025082207543100104740,0,2026-01-06 11:42:28
2025082207544000104783,0,2026-01-06 11:42:28
2025082207544500104811,0,2026-01-06 11:42:29
2025082207550300104907,0,2026-01-06 11:42:31
2025082207551800104992,0,2026-01-06 11:42:33
2025082207551800104993,1,2026-01-06 11:42:44
2025082207551900105001,0,2026-01-06 11:42:44
2025082207552100105007,0,2026-01-06 11:43:32
2025082207553100105049,0,2026-01-06 11:43:32
2025082207554000105098,0,2026-01-06 11:43:32
2025082207554200105111,0,2026-01-06 11:43:34
2025082207554900105153,0,2026-01-06 11:43:35
2025082207555900105214,0,2026-01-06 11:43:37
2025082207560300105234,0,2026-01-06 11:43:38
2025082207560800105268,0,2026-01-06 11:43:38
2025082207560800105271,0,2026-01-06 11:43:38
2025082207561000105283,0,2026-01-06 11:43:41
2025082207561700105308,0,2026-01-06 11:43:42
2025082207562300105338,1,2026-01-06 11:43:50
2025082207562600105347,0,2026-01-06 11:43:54
2025082207562600105349,0,2026-01-06 11:44:11
2025082207562700105350,0,2026-01-06 11:44:14
2025082207563900105413,0,2026-01-06 11:44:16
2025082207563900105417,0,2026-01-06 11:44:19
2025082207564200105440,0,2026-01-06 11:44:22
2025082207564400105447,1,2026-01-06 11:44:27
2025082207564600105461,0,2026-01-06 11:44:27
2025082207564900105473,0,2026-01-06 11:44:45
2025082207565500105502,0,2026-01-06 11:44:46
2025082207570600105566,0,2026-01-06 11:44:47
2025082207570900105587,0,2026-01-06 11:44:50
2025082207571700105626,0,2026-01-06 11:44:50
2025082207571900105640,1,2026-01-06 11:44:55
2025082207572000105651,0,2026-01-06 11:44:57
2025082207572000105652,1,2026-01-06 11:45:05
2025082207573300105731,1,2026-01-06 11:45:09
2025082207573700105756,1,2026-01-06 11:45:13
2025082207573900105764,0,2026-01-06 11:45:17
2025082207574900105820,0,2026-01-06 11:45:17
2025082207580800105913,0,2026-01-06 11:45:19
2025082207581000105921,1,2026-01-06 11:45:24
2025082207581800105955,0,2026-01-06 11:45:25
2025082207582200105983,0,2026-01-06 11:45:31
2025082207582800106011,0,2026-01-06 11:45:33
2025082207582800106013,0,2026-01-06 11:45:33
2025082207583300106036,0,2026-01-06 11:45:34
2025082207584100106086,0,2026-01-06 11:45:36
2025082207585500106175,0,2026-01-06 11:45:37
2025082207585700106181,0,2026-01-06 11:45:52
2025082207590000106203,1,2026-01-06 11:45:58
2025082207590300106226,0,2026-01-06 11:46:01
2025082207590600106242,0,2026-01-06 11:46:41
2025082207591200106274,0,2026-01-06 11:46:42
2025082207591200106276,1,2026-01-06 11:46:46
2025082207591900106326,1,2026-01-06 11:46:48
2025082207591900106330,1,2026-01-06 11:46:51
2025082207592100106342,1,2026-01-06 11:46:53
2025082207592700106376,1,2026-01-06 11:46:56
2025082207592700106377,0,2026-01-06 11:46:58
2025082207594600106510,0,2026-01-06 11:47:01
2025082207594800106521,0,2026-01-06 11:47:03
2025082207595100106533,0,2026-01-06 11:47:03
2025082207595400106553,0,2026-01-06 11:47:05
2025082207595600106565,0,2026-01-06 11:47:07
2025082207595900106583,0,2026-01-06 11:47:08
2025082208000200106605,0,2026-01-06 11:47:28
2025082208000800106632,0,2026-01-06 11:47:30
2025082208001000106668,0,2026-01-06 11:47:35
2025082208001400106689,0,2026-01-06 11:47:39
2025082208001900106720,0,2026-01-06 11:47:59
2025082208001900106722,0,2026-01-06 11:47:59
2025082208002000106725,0,2026-01-06 11:48:36
2025082208002400106741,0,2026-01-06 11:48:36
2025082208003100106784,0,2026-01-06 11:48:36
2025082208003300106796,1,2026-01-06 11:48:41
2025082208003400106803,0,2026-01-06 11:48:43
2025082208003900106835,0,2026-01-06 11:48:48
2025082208004800106884,0,2026-01-06 11:49:01
2025082208004900106891,0,2026-01-06 11:49:03
2025082208005400106914,0,2026-01-06 11:49:09
2025082208005800106942,1,2026-01-06 11:49:15
2025082208010000106952,0,2026-01-06 11:49:30
2025082208010800107001,0,2026-01-06 11:49:31
2025082208011400107041,1,2026-01-06 11:49:36
2025082208011800107059,1,2026-01-06 11:49:40
2025082208012600107106,1,2026-01-06 11:49:44
2025082208012900107118,1,2026-01-06 11:49:49
2025082208013200107132,0,2026-01-06 11:49:51
2025082208013300107142,0,2026-01-06 11:49:53
2025082208014400107210,0,2026-01-06 11:49:55
2025082208015000107244,0,2026-01-06 11:49:57
2025082208021200107359,0,2026-01-06 11:50:16
2025082208021200107361,0,2026-01-06 11:50:31
2025082208021700107386,0,2026-01-06 11:50:48
2025082208021800107389,1,2026-01-06 11:50:51
2025082208022500107431,1,2026-01-06 11:50:54
2025082208023500107492,0,2026-01-06 11:50:56
2025082208023700107499,0,2026-01-06 11:50:59
2025082208024200107523,1,2026-01-06 11:51:02
2025082208024900107571,0,2026-01-06 11:51:03
2025082208030100107640,0,2026-01-06 11:51:03
2025082208030300107645,1,2026-01-06 11:51:05
2025082208031900107746,0,2026-01-06 11:51:08
2025082208032700107806,0,2026-01-06 11:51:10
2025082208035600107975,0,2026-01-06 11:51:12
2025082208040400108019,0,2026-01-06 11:51:12
2025082208040900108054,1,2026-01-06 11:51:17
2025082208041000108056,0,2026-01-06 11:51:38
2025082208041200108066,0,2026-01-06 11:51:40
2025082208041700108102,0,2026-01-06 11:51:40
2025082208042600108157,1,2026-01-06 11:51:42
2025082208042900108167,0,2026-01-06 11:51:43
2025082208043100108180,0,2026-01-06 11:52:16
2025082208043200108190,1,2026-01-06 11:53:00
2025082208043900108229,0,2026-01-06 11:53:01
2025082208044000108238,0,2026-01-06 11:53:01
2025082208044600108271,0,2026-01-06 11:53:01
2025082208045000108294,0,2026-01-06 11:53:04
2025082208045000108295,0,2026-01-06 11:53:04
2025082208045300108321,0,2026-01-06 11:53:04
2025082208050500108380,0,2026-01-06 11:53:39
2025082208050600108388,0,2026-01-06 11:53:40
2025082208050800108405,0,2026-01-06 11:53:42
2025082208051100108421,1,2026-01-06 11:53:46
2025082208051300108435,0,2026-01-06 11:54:05
2025082208055500108675,0,2026-01-06 11:54:06
2025082208055600108684,0,2026-01-06 11:54:08
2025082208055700108689,0,2026-01-06 11:54:11
2025082208060000108710,0,2026-01-06 11:54:12
2025082208060200108714,0,2026-01-06 11:54:13
2025082208061200108770,0,2026-01-06 11:54:13
2025082208061300108780,0,2026-01-06 11:54:14
2025082208062300108836,0,2026-01-06 11:54:19
2025082208062400108848,0,2026-01-06 11:54:19
2025082208062500108852,0,2026-01-06 11:54:22
2025082208063800108916,0,2026-01-06 11:54:28
2025082208064800108984,0,2026-01-06 11:54:29
2025082208065200109017,0,2026-01-06 11:54:42
2025082208070200109075,0,2026-01-06 11:54:43
2025082208070700109104,0,2026-01-06 11:54:46
2025082208070900109118,0,2026-01-06 11:54:46
2025082208071500109162,0,2026-01-06 11:54:46
2025082208073300109272,0,2026-01-06 11:55:06
2025082208073400109281,0,2026-01-06 11:55:09
2025082208074100109322,0,2026-01-06 11:55:28
2025082208075300109389,0,2026-01-06 11:55:29
2025082208080000109437,0,2026-01-06 11:55:30
2025082208080000109441,0,2026-01-06 11:55:56
2025082208080400109473,0,2026-01-06 11:55:56
2025082208080400109476,0,2026-01-06 11:55:56
2025082208081000109513,0,2026-01-06 11:56:05
2025082208081100109520,0,2026-01-06 11:56:07
2025082208081800109551,0,2026-01-06 11:56:09
2025082208083300109651,0,2026-01-06 11:56:25
2025082208084000109708,0,2026-01-06 11:56:27
2025082208084600109738,0,2026-01-06 11:56:57
2025082208090000109824,0,2026-01-06 11:56:59
2025082208090500109860,1,2026-01-06 11:57:04
2025082208091000109889,0,2026-01-06 11:57:07
2025082208091300109903,0,2026-01-06 11:57:10
2025082208091400109907,0,2026-01-06 11:57:11
2025082208091700109928,1,2026-01-06 11:57:15
2025082208091800109931,1,2026-01-06 11:57:22
2025082208092300109962,1,2026-01-06 11:57:26
2025082208092600109981,0,2026-01-06 11:57:28
2025082208092700109991,1,2026-01-06 11:57:34
2025082208092900109998,0,2026-01-06 11:57:37
2025082208093200100011,0,2026-01-06 11:57:39
2025082208093600100043,0,2026-01-06 11:57:40
2025082208094100100080,0,2026-01-06 11:57:41
2025082208094500100107,0,2026-01-06 11:57:43
2025082208094700100122,0,2026-01-06 11:57:45
2025082208095200100156,0,2026-01-06 11:57:47
2025082208100000100205,0,2026-01-06 11:57:49
2025082208100200100217,0,2026-01-06 11:58:11
2025082208100600100244,0,2026-01-06 11:58:12
2025082208101000100276,0,2026-01-06 11:58:15
2025082208101800100326,1,2026-01-06 11:58:18
2025082208101900100330,0,2026-01-06 11:58:20
2025082208101900100332,0,2026-01-06 11:58:36
2025082208102200100350,0,2026-01-06 11:58:36
2025082208102600100379,0,2026-01-06 11:58:36
2025082208103000100401,0,2026-01-06 11:58:38
2025082208103500100428,0,2026-01-06 11:58:39
2025082208104200100476,0,2026-01-06 11:58:46
2025082208104700100511,0,2026-01-06 11:58:48
2025082208105900100582,0,2026-01-06 11:58:50
2025082208110200100606,0,2026-01-06 11:58:52
2025082208111400100690,0,2026-01-06 11:58:52
2025082208112500100768,0,2026-01-06 11:58:54
2025082208112600100774,1,2026-01-06 11:59:01
2025082208112600100776,0,2026-01-06 11:59:02
2025082208113500100835,0,2026-01-06 11:59:04
2025082208113500100837,0,2026-01-06 11:59:09
2025082208113900100870,0,2026-01-06 11:59:11
2025082208114300100903,1,2026-01-06 11:59:15
2025082208115200100950,0,2026-01-06 11:59:16
2025082208115600100976,1,2026-01-06 11:59:19
2025082208115700100990,0,2026-01-06 11:59:20
2025082208120700101046,0,2026-01-06 11:59:34
2025082208120700101048,0,2026-01-06 11:59:37
2025082208121000101063,0,2026-01-06 11:59:37
2025082208121400101093,1,2026-01-06 11:59:39
2025082208122300101172,0,2026-01-06 11:59:41
2025082208124300101302,0,2026-01-06 11:59:43
2025082208124500101314,1,2026-01-06 11:59:46
2025082208125000101346,0,2026-01-06 11:59:48
2025082208130000101424,0,2026-01-06 11:59:49
2025082208130400101449,0,2026-01-06 11:59:49
2025082208130800101469,0,2026-01-06 11:59:49
2025082208131200101509,0,2026-01-06 11:59:51
2025082208131600101531,0,2026-01-06 11:59:51
2025082208132300101580,0,2026-01-06 11:59:51
2025082208132800101619,0,2026-01-06 11:59:51
2025082208133600101652,0,2026-01-06 12:00:27
2025082208133700101660,0,2026-01-06 12:00:28
2025082208134200101698,0,2026-01-06 12:00:28
2025082208135300101766,0,2026-01-06 12:00:31
2025082208140300101831,0,2026-01-06 12:00:33
2025082208140400101847,0,2026-01-06 12:00:33
2025082208140800101864,0,2026-01-06 12:00:34
2025082208141200101887,1,2026-01-06 12:00:37
2025082208142000101940,0,2026-01-06 12:00:40
2025082208142400101965,0,2026-01-06 12:01:09
2025082208142400101969,0,2026-01-06 12:01:13
2025082208142600101979,0,2026-01-06 12:01:13
2025082208142800101995,0,2026-01-06 12:01:13
2025082208142800101999,1,2026-01-06 12:01:17
2025082208142900102001,0,2026-01-06 12:01:19
2025082208143100102021,0,2026-01-06 12:01:19
2025082208143200102029,0,2026-01-06 12:01:19
2025082208144800102137,0,2026-01-06 12:01:20
2025082208145100102159,1,2026-01-06 12:01:49
2025082208145700102203,1,2026-01-06 12:01:54
2025082208151000102299,0,2026-01-06 12:01:56
2025082208151400102325,0,2026-01-06 12:01:57
2025082208151900102357,0,2026-01-06 12:02:01
2025082208152100102366,0,2026-01-06 12:02:04
2025082208152600102405,0,2026-01-06 12:02:07
2025082208154700102558,0,2026-01-06 12:02:10
2025082208154900102574,1,2026-01-06 12:02:12
2025082208155800102638,0,2026-01-06 12:02:18
2025082208155900102641,0,2026-01-06 12:02:19
2025082208160300102678,0,2026-01-06 12:02:19
2025082208161900102782,0,2026-01-06 12:02:25
2025082208163300102895,0,2026-01-06 12:02:27
2025082208163900102943,0,2026-01-06 12:02:28
2025082208163900102946,1,2026-01-06 12:02:30
2025082208164200102971,0,2026-01-06 12:02:32
2025082208164400102987,0,2026-01-06 12:02:34
2025082208164800103016,0,2026-01-06 12:02:35
2025082208164900103026,1,2026-01-06 12:02:37
2025082208170600103124,1,2026-01-06 12:02:40
2025082208171100103148,0,2026-01-06 12:02:43
2025082208171200103162,0,2026-01-06 12:02:43
2025082208171400103169,0,2026-01-06 12:02:43
2025082208171700103195,0,2026-01-06 12:02:46
2025082208171700103199,0,2026-01-06 12:02:49
2025082208172200103237,1,2026-01-06 12:02:52
2025082208172500103251,0,2026-01-06 12:02:53
2025082208172900103275,0,2026-01-06 12:02:53
2025082208173600103336,0,2026-01-06 12:02:53
2025082208173700103343,1,2026-01-06 12:02:57
2025082208173700103344,1,2026-01-06 12:03:03
2025082208173800103349,0,2026-01-06 12:03:08
2025082208173800103352,0,2026-01-06 12:03:10
2025082208173800103357,1,2026-01-06 12:03:12
2025082208174400103399,0,2026-01-06 12:03:16
2025082208174600103421,1,2026-01-06 12:03:21
2025082208174800103429,0,2026-01-06 12:03:23
2025082208174800103430,0,2026-01-06 12:03:24
2025082208175500103478,1,2026-01-06 12:03:27
2025082208175600103488,1,2026-01-06 12:03:29
2025082208180800103572,1,2026-01-06 12:03:31
2025082208181300103616,1,2026-01-06 12:03:34
2025082208183800103798,0,2026-01-06 12:03:35
2025082208184200103822,0,2026-01-06 12:03:36
2025082208185700103951,1,2026-01-06 12:03:41
2025082208190200103988,0,2026-01-06 12:03:43
2025082208191000104048,1,2026-01-06 12:03:45
2025082208191300104078,0,2026-01-06 12:03:51
2025082208191600104101,1,2026-01-06 12:03:59
2025082208192100104134,0,2026-01-06 12:04:03
2025082208192300104154,0,2026-01-06 12:04:06
2025082208194000104281,0,2026-01-06 12:04:06
2025082208194600104325,0,2026-01-06 12:04:10
2025082208195100104380,0,2026-01-06 12:04:30
2025082208195500104418,1,2026-01-06 12:04:34
2025082208195600104422,0,2026-01-06 12:04:35
2025082208195800104439,0,2026-01-06 12:04:35
2025082208200400104493,1,2026-01-06 12:04:39
2025082208200600104510,0,2026-01-06 12:04:39
2025082208200800104521,0,2026-01-06 12:04:39
2025082208200900104526,0,2026-01-06 12:04:41
2025082208201200104556,1,2026-01-06 12:04:47
2025082208201300104569,0,2026-01-06 12:04:48
2025082208201400104583,0,2026-01-06 12:04:48
2025082208202200104646,0,2026-01-06 12:04:48
2025082208202700104676,0,2026-01-06 12:04:50
2025082208202800104688,0,2026-01-06 12:04:51
2025082208202800104691,0,2026-01-06 12:04:52
2025082208202900104699,0,2026-01-06 12:04:54
2025082208203200104718,0,2026-01-06 12:04:55
2025082208203200104726,0,2026-01-06 12:04:56
2025082208203700104758,0,2026-01-06 12:04:58
2025082208203900104770,1,2026-01-06 12:05:01
2025082208204200104794,1,2026-01-06 12:05:04
2025082208204200104800,1,2026-01-06 12:05:06
2025082208204600104830,1,2026-01-06 12:05:09
2025082208204800104846,0,2026-01-06 12:05:12
2025082208205100104863,0,2026-01-06 12:05:15
2025082208205300104882,1,2026-01-06 12:05:20
2025082208205300104884,0,2026-01-06 12:05:24
2025082208210200104957,0,2026-01-06 12:05:26
2025082208210200104962,0,2026-01-06 12:05:29
2025082208210500104985,1,2026-01-06 12:05:31
2025082208210900105011,0,2026-01-06 12:05:32
2025082208211400105060,0,2026-01-06 12:05:33
2025082208212800105170,0,2026-01-06 12:05:35
2025082208213300105217,0,2026-01-06 12:05:38
2025082208213700105254,1,2026-01-06 12:05:45
2025082208214000105275,0,2026-01-06 12:05:45
2025082208214500105320,0,2026-01-06 12:05:47
2025082208215200105385,0,2026-01-06 12:06:13
2025082208215500105407,0,2026-01-06 12:06:16
2025082208215600105413,0,2026-01-06 12:06:16
2025082208215700105420,0,2026-01-06 12:06:19
2025082208215800105429,0,2026-01-06 12:06:22
2025082208215900105438,0,2026-01-06 12:06:25
2025082208220600105507,0,2026-01-06 12:06:29
2025082208220600105509,0,2026-01-06 12:06:31
2025082208221500105584,0,2026-01-06 12:06:41
2025082208222100105616,0,2026-01-06 12:06:41
2025082208222100105619,0,2026-01-06 12:06:43
2025082208222200105622,0,2026-01-06 12:06:45
2025082208222300105634,1,2026-01-06 12:06:51
2025082208222600105664,1,2026-01-06 12:06:55
2025082208222700105675,1,2026-01-06 12:07:03
2025082208223000105692,0,2026-01-06 12:07:05
2025082208223800105754,0,2026-01-06 12:07:05
2025082208230200105923,0,2026-01-06 12:07:08
