task_id,task_name,frontier,frontier_id,frontier_status,task_status,task_type,template_id,max_count,start_datetime,end_datetime,users_total,users_contributing_data,users_with_adopted_labels,users_validating,total_samples,adopted,refused,pending,submitted
6155755828900109461,L1 dlr_sara_grid_clamp_ep000086,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-01-15 14:24:27,2025-01-15 14:24:27,1,1,0,0,1,0,1,0,0
6155755839000109469,L3 dlr_sara_grid_clamp_ep000088,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-01-15 14:25:47,2025-01-15 14:25:47,1,1,0,0,1,0,1,0,0
6155755858700109485,L1 dlr_sara_grid_clamp_ep000094,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-01-15 14:27:50,2025-01-15 14:27:50,1,1,0,0,1,0,1,0,0
6155755869000109493,L3 dlr_sara_grid_clamp_ep000096,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-01-15 14:00:46,2025-01-15 14:00:46,1,1,0,0,1,0,1,0,0
6155755888900109509,L1 dlr_sara_grid_clamp_ep000102,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-01-15 14:04:30,2025-01-15 14:04:30,1,1,0,0,1,0,1,0,0
6155755898800109517,L3 dlr_sara_grid_clamp_ep000104,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-01-15 14:06:00,2025-01-15 14:06:00,1,1,0,0,1,0,1,0,0
6155755918700109533,L1 dlr_sara_pour_ep000003,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-01-15 14:09:14,2025-01-15 14:09:14,1,1,0,0,1,0,1,0,0
6155755929000109541,L3 dlr_sara_pour_ep000005,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-01-15 14:10:34,2025-01-15 14:10:34,1,1,0,0,1,0,1,0,0
6155755948700109557,L1 dlr_sara_pour_ep000011,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-01-15 14:13:41,2025-01-15 14:13:41,1,1,0,0,1,0,1,0,0
6155755958700109565,L3 dlr_sara_pour_ep000013,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-01-15 14:15:03,2025-01-15 14:15:03,1,1,0,0,1,0,1,0,0
6155755977700109581,L1 dlr_sara_pour_ep000019,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-01-15 13:56:41,2025-01-15 13:56:41,1,1,0,0,1,0,1,0,0
6155755987300109589,L3 dlr_sara_pour_ep000021,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-01-15 03:00:09,2025-01-15 03:00:09,1,1,0,0,1,0,1,0,0
6155756006200109605,L1 dlr_sara_pour_ep000027,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-01-15 13:35:49,2025-01-15 13:35:49,1,1,0,0,1,0,1,0,0
6155756015700109613,L3 dlr_sara_pour_ep000029,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-01-15 13:38:42,2025-01-15 13:38:42,1,1,0,0,1,0,1,0,0
6155756036600109629,L1 dlr_sara_pour_ep000035,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-01-15 13:46:29,2025-01-15 13:46:29,1,1,0,0,1,0,1,0,0
6155756047100109637,L3 dlr_sara_pour_ep000037,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-01-15 13:49:50,2025-01-15 13:49:50,1,1,0,0,1,0,1,0,0
6155754685700108573,L1 cmu_franka_exploration_dataset_ep000093,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-01-17 11:35:40,2025-01-17 11:35:40,1,1,0,0,1,0,1,0,0
6155754696000108581,L3 cmu_franka_exploration_dataset_ep000095,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-01-17 11:36:34,2025-01-17 11:36:34,1,1,0,0,1,0,1,0,0
6155754716600108597,L1 cmu_franka_exploration_dataset_ep000101,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-01-17 11:38:18,2025-01-17 11:38:18,1,1,0,0,1,0,1,0,0
6155754727300108605,L3 cmu_franka_exploration_dataset_ep000103,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-01-17 11:39:15,2025-01-17 11:39:15,1,1,0,0,1,0,1,0,0
6155754747200108621,L1 cmu_franka_exploration_dataset_ep000109,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-01-17 11:41:11,2025-01-17 11:41:11,1,1,0,0,1,0,1,0,0
6155754757000108629,L3 cmu_franka_exploration_dataset_ep000111,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-01-17 11:42:11,2025-01-17 11:42:11,1,1,0,0,1,0,1,0,0
6155754775600108645,L1 cmu_franka_exploration_dataset_ep000117,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-01-17 11:25:42,2025-01-17 11:25:42,1,1,0,0,1,0,1,0,0
6155754785600108653,L3 cmu_franka_exploration_dataset_ep000119,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-01-17 11:26:36,2025-01-17 11:26:36,1,1,0,0,1,0,1,0,0
6155754805400108669,L1 cmu_franka_exploration_dataset_ep000125,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-01-17 11:28:43,2025-01-17 11:28:43,1,1,0,0,1,0,1,0,0
6155754815500108677,L3 cmu_franka_exploration_dataset_ep000127,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-01-17 11:29:28,2025-01-17 11:29:28,1,1,0,0,1,0,1,0,0
6155754835000108693,L1 cmu_franka_exploration_dataset_ep000133,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-01-17 11:31:23,2025-01-17 11:31:23,1,1,0,0,1,0,1,0,0
6155754844500108701,L3 cmu_franka_exploration_dataset_ep000135,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-01-17 11:32:23,2025-01-17 11:32:23,1,1,0,0,1,0,1,0,0
6155754864200108717,L1 cmu_franka_exploration_dataset_ep000141,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-01-17 11:34:04,2025-01-17 11:34:04,1,1,0,0,1,0,1,0,0
6155754873900108725,L3 cmu_franka_exploration_dataset_ep000143,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-01-17 11:16:22,2025-01-17 11:16:22,1,1,0,0,1,0,1,0,0
6155754894300108741,L1 cmu_franka_exploration_dataset_ep000149,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-01-17 11:18:12,2025-01-17 11:18:12,1,1,0,0,1,0,1,0,0
6155754904900108749,L3 cmu_franka_exploration_dataset_ep000151,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-01-17 11:19:07,2025-01-17 11:19:07,1,1,0,0,1,0,1,0,0
6155754925600108765,L1 cmu_franka_exploration_dataset_ep000157,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-01-17 11:20:45,2025-01-17 11:20:45,1,1,0,0,1,0,1,0,0
6155754935200108773,L3 cmu_franka_exploration_dataset_ep000159,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-01-17 11:21:34,2025-01-17 11:21:34,1,1,0,0,1,0,1,0,0
6155751295000106040,L3 berkeley_rpt_ep000156,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-07-25 17:40:35,2025-07-25 17:40:35,1,1,1,0,1,1,0,0,0
6155751316700106056,L1 berkeley_rpt_ep000162,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-07-24 17:13:41,2025-07-24 17:13:41,1,1,1,0,1,1,0,0,0
6155751327600106064,L3 berkeley_rpt_ep000164,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-07-24 17:10:10,2025-07-24 17:10:10,1,1,1,0,1,1,0,0,0
6155751347300106080,L1 berkeley_rpt_ep000170,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-07-24 13:15:14,2025-07-24 13:15:14,1,1,1,0,1,1,0,0,0
6155751358000106088,L3 berkeley_rpt_ep000172,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-07-24 07:01:25,2025-07-24 07:01:25,1,1,1,0,1,1,0,0,0
6155751379500106104,L1 berkeley_rpt_ep000178,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-07-29 08:25:44,2025-07-29 08:25:44,1,1,1,0,1,1,0,0,0
6155751390300106112,L3 berkeley_rpt_ep000180,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-07-28 17:16:21,2025-07-28 17:16:21,1,1,1,0,1,1,0,0,0
6155751411700106128,L1 berkeley_rpt_ep000186,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-07-28 17:06:20,2025-07-28 17:06:20,1,1,1,0,1,1,0,0,0
6155751422100106136,L3 berkeley_rpt_ep000188,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-07-28 16:59:45,2025-07-28 16:59:45,1,1,1,0,1,1,0,0,0
6155751443000106152,L1 berkeley_rpt_ep000194,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-07-26 12:23:39,2025-07-26 12:23:39,1,1,1,0,1,1,0,0,0
6155751453800106160,L3 berkeley_rpt_ep000196,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-07-26 12:12:54,2025-07-26 12:12:54,1,1,1,0,1,1,0,0,0
6155751474300106176,L1 berkeley_rpt_ep000202,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-07-29 11:48:04,2025-07-29 11:48:04,1,1,1,0,1,1,0,0,0
6155751484700106184,L3 berkeley_rpt_ep000204,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-07-29 11:40:42,2025-07-29 11:40:42,1,1,1,0,1,1,0,0,0
6155751504400106200,L1 berkeley_rpt_ep000210,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-07-29 09:38:47,2025-07-29 09:38:47,1,1,0,0,1,0,1,0,0
6155751514500106208,L3 berkeley_rpt_ep000212,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-07-29 09:36:39,2025-07-29 09:36:39,1,1,1,0,1,1,0,0,0
6155751534700106224,L1 berkeley_rpt_ep000218,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-07-29 09:27:51,2025-07-29 09:27:51,1,1,1,0,1,1,0,0,0
6155751545100106232,L3 berkeley_rpt_ep000220,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-07-29 08:42:01,2025-07-29 08:42:01,1,1,1,0,1,1,0,0,0
6155751565600106248,L1 berkeley_rpt_ep000226,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-07-29 08:30:59,2025-07-29 08:30:59,1,1,0,0,1,0,1,0,0
6155751575400106256,L3 berkeley_rpt_ep000228,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-07-29 11:53:04,2025-07-29 11:53:04,1,1,1,0,1,1,0,0,0
6155751595200106272,L1 berkeley_rpt_ep000234,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-08-01 17:56:19,2025-08-01 17:56:19,1,1,1,0,1,1,0,0,0
6155751605000106280,L3 berkeley_rpt_ep000236,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-08-01 17:48:20,2025-08-01 17:48:20,1,1,1,0,1,1,0,0,0
6155751625200106296,L1 berkeley_rpt_ep000242,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-07-30 17:04:08,2025-07-30 17:04:08,1,1,1,0,1,1,0,0,0
6155751635600106304,L3 berkeley_rpt_ep000244,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-07-30 13:52:30,2025-07-30 13:52:30,1,1,1,0,1,1,0,0,0
6155751655400106320,L1 berkeley_rpt_ep000250,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-07-29 17:19:40,2025-07-29 17:19:40,1,1,1,0,1,1,0,0,0
6155751665400106328,L3 berkeley_rpt_ep000252,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-07-29 17:14:56,2025-07-29 17:14:56,1,1,1,0,1,1,0,0,0
6155751749200106392,L1 berkeley_rpt_ep000274,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-08-22 06:46:03,2025-08-22 06:46:03,1,1,1,0,1,1,0,0,0
6155751759700106400,L3 berkeley_rpt_ep000276,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-08-04 11:50:12,2025-08-04 11:50:12,1,1,1,0,1,1,0,0,0
6155756102800109680,L1 dlr_sara_pour_ep000052,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-01-09 10:16:49,2025-01-09 10:16:49,1,1,0,0,1,0,1,0,0
6155756113400109688,L3 dlr_sara_pour_ep000054,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-01-09 10:18:09,2025-01-09 10:18:09,1,1,0,0,1,0,1,0,0
6155756133300109704,L1 dlr_sara_pour_ep000060,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-01-09 10:20:40,2025-01-09 10:20:40,1,1,0,0,1,0,1,0,0
6155756143200109712,L3 dlr_sara_pour_ep000062,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-01-09 10:22:31,2025-01-09 10:22:31,1,1,0,0,1,0,1,0,0
6155756162700109728,L1 dlr_sara_pour_ep000068,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-01-15 02:53:31,2025-01-15 02:53:31,1,1,0,0,1,0,1,0,0
6155750673400105648,L1 berkeley_rpt_ep000026,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-07-08 15:48:43,2025-07-08 15:48:43,1,1,1,0,1,1,0,0,0
6155750683000105656,L3 berkeley_rpt_ep000028,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-07-08 15:38:13,2025-07-08 15:38:13,1,1,1,0,1,1,0,0,0
6155750703600105672,L1 berkeley_rpt_ep000034,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-07-08 15:13:39,2025-07-08 15:13:39,1,1,0,0,1,0,1,0,0
6155750712900105680,L3 berkeley_rpt_ep000036,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-07-08 15:08:47,2025-07-08 15:08:47,1,1,1,0,1,1,0,0,0
6155750733700105696,L1 berkeley_rpt_ep000042,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-06-30 15:00:31,2025-06-30 15:00:31,1,1,0,0,1,0,1,0,0
6155750744500105704,L3 berkeley_rpt_ep000044,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-06-30 14:37:47,2025-06-30 14:37:47,1,1,1,0,1,1,0,0,0
6155750765400105720,L1 berkeley_rpt_ep000050,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-06-30 08:30:50,2025-06-30 08:30:50,1,1,0,0,1,0,1,0,0
6155750775600105728,L3 berkeley_rpt_ep000052,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-07-09 14:27:02,2025-07-09 14:27:02,1,1,1,0,1,1,0,0,0
6155750795900105744,L1 berkeley_rpt_ep000058,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-07-08 16:07:06,2025-07-08 16:07:06,1,1,1,0,1,1,0,0,0
6155750805700105752,L3 berkeley_rpt_ep000060,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-07-17 05:54:53,2025-07-17 05:54:53,1,1,1,0,1,1,0,0,0
6155750826900105768,L1 berkeley_rpt_ep000066,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-07-17 01:26:37,2025-07-17 01:26:37,1,1,1,0,1,1,0,0,0
6155750836800105776,L3 berkeley_rpt_ep000068,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-07-17 01:22:06,2025-07-17 01:22:06,1,1,1,0,1,1,0,0,0
6155750856900105792,L1 berkeley_rpt_ep000074,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-07-10 06:25:39,2025-07-10 06:25:39,1,1,1,0,1,1,0,0,0
6155750867400105800,L3 berkeley_rpt_ep000076,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-07-19 05:59:09,2025-07-19 05:59:09,1,1,1,0,1,1,0,0,0
6155750888500105816,L1 berkeley_rpt_ep000082,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-07-18 17:07:48,2025-07-18 17:07:48,1,1,1,0,1,1,0,0,0
6155750898400105824,L3 berkeley_rpt_ep000084,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-07-18 16:52:06,2025-07-18 16:52:06,1,1,1,0,1,1,0,0,0
6155750918300105840,L1 berkeley_rpt_ep000090,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-07-18 11:36:49,2025-07-18 11:36:49,1,1,1,0,1,1,0,0,0
6155750928600105848,L3 berkeley_rpt_ep000092,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-07-18 07:03:35,2025-07-18 07:03:35,1,1,1,0,1,1,0,0,0
6155750949700105864,L1 berkeley_rpt_ep000098,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-07-18 06:49:00,2025-07-18 06:49:00,1,1,1,0,1,1,0,0,0
6155750960400105872,L3 berkeley_rpt_ep000100,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-07-17 11:17:37,2025-07-17 11:17:37,1,1,1,0,1,1,0,0,0
6155750980900105888,L1 berkeley_rpt_ep000106,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-07-20 14:40:34,2025-07-20 14:40:34,1,1,1,0,1,1,0,0,0
6155750990900105896,L3 berkeley_rpt_ep000108,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-07-20 14:36:33,2025-07-20 14:36:33,1,1,1,0,1,1,0,0,0
6155751011300105912,L1 berkeley_rpt_ep000114,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-07-19 12:05:59,2025-07-19 12:05:59,1,1,1,0,1,1,0,0,0
6155751022200105920,L3 berkeley_rpt_ep000116,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-07-19 11:31:38,2025-07-19 11:31:38,1,1,1,0,1,1,0,0,0
6155751149200105936,L1 berkeley_rpt_ep000122,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-07-21 15:14:13,2025-07-21 15:14:13,1,1,1,0,1,1,0,0,0
6155751161400105944,L3 berkeley_rpt_ep000124,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-07-21 15:06:42,2025-07-21 15:06:42,1,1,1,0,1,1,0,0,0
6155751184000105960,L1 berkeley_rpt_ep000130,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-07-24 01:35:47,2025-07-24 01:35:47,1,1,1,0,1,1,0,0,0
6155751194900105968,L3 berkeley_rpt_ep000132,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-07-22 15:28:05,2025-07-22 15:28:05,1,1,1,0,1,1,0,0,0
6155751218100105984,L1 berkeley_rpt_ep000138,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-07-21 16:38:07,2025-07-21 16:38:07,1,1,0,0,1,0,1,0,0
6155751230200105992,L3 berkeley_rpt_ep000140,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-07-21 16:30:21,2025-07-21 16:30:21,1,1,1,0,1,1,0,0,0
6155751254900106008,L1 berkeley_rpt_ep000146,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-07-24 06:49:47,2025-07-24 06:49:47,1,1,1,0,1,1,0,0,0
6155751265000106016,L3 berkeley_rpt_ep000148,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-07-24 06:43:04,2025-07-24 06:43:04,1,1,1,0,1,1,0,0,0
6155751285000106032,L1 berkeley_rpt_ep000154,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-07-25 17:44:06,2025-07-25 17:44:06,1,1,1,0,1,1,0,0,0
6155754966700108798,L1 cmu_franka_exploration_dataset_ep000168,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-01-17 11:24:41,2025-01-17 11:24:41,1,1,0,0,1,0,1,0,0
6155754976700108806,L3 cmu_franka_exploration_dataset_ep000170,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-01-17 11:14:26,2025-01-17 11:14:26,1,1,0,0,1,0,1,0,0
6155754997000108822,L1 cmu_franka_exploration_dataset_ep000176,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-01-17 11:09:13,2025-01-17 11:09:13,1,1,0,0,1,0,1,0,0
6155755007100108830,L3 cmu_franka_exploration_dataset_ep000178,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-01-17 11:10:05,2025-01-17 11:10:05,1,1,0,0,1,0,1,0,0
6155755027300108846,L1 cmu_franka_exploration_dataset_ep000184,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-01-17 11:11:46,2025-01-17 11:11:46,1,1,0,0,1,0,1,0,0
6155755038000108854,L3 cmu_franka_exploration_dataset_ep000186,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-01-17 11:12:39,2025-01-17 11:12:39,1,1,0,0,1,0,1,0,0
6155755092200108870,L1 cmu_franka_exploration_dataset_ep000192,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-01-17 11:01:08,2025-01-17 11:01:08,1,1,0,0,1,0,1,0,0
6155755102900108878,L3 cmu_franka_exploration_dataset_ep000194,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-01-17 11:01:58,2025-01-17 11:01:58,1,1,0,0,1,0,1,0,0
6155755124700108894,L1 dlr_edan_shared_control_ep000001,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-01-17 11:04:03,2025-01-17 11:04:03,1,1,0,0,1,0,1,0,0
6155755135100108902,L3 dlr_edan_shared_control_ep000003,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-01-17 11:05:04,2025-01-17 11:05:04,1,1,0,0,1,0,1,0,0
6155755155600108918,L1 dlr_edan_shared_control_ep000009,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-01-17 11:07:20,2025-01-17 11:07:20,1,1,0,0,1,0,1,0,0
6155755166300108926,L3 dlr_edan_shared_control_ep000011,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-01-17 11:08:34,2025-01-17 11:08:34,1,1,0,0,1,0,1,0,0
6155755187800108942,L1 dlr_edan_shared_control_ep000017,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-01-17 10:50:03,2025-01-17 10:50:03,1,1,0,0,1,0,1,0,0
6155755198300108950,L3 dlr_edan_shared_control_ep000019,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-01-17 10:51:09,2025-01-17 10:51:09,1,1,0,0,1,0,1,0,0
6155755220100108966,L1 dlr_edan_shared_control_ep000025,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000001,10000000,2025-01-17 10:53:55,2025-01-17 10:53:55,1,1,0,0,1,0,1,0,0
6155755231000108974,L3 dlr_edan_shared_control_ep000027,Robotics,ROBSTIC001,ONLINE,COLLECTING,submission,ROBOTICS_TPL_000003,10000000,2025-01-17 10:55:07,2025-01-17 10:55:07,1,1,0,0,1,0,1,0,0
