submission_id,image_path,front_image,side_image,result,original_index,status
2025082208142800101995,/Users/sky/WorkProject/Knob/download_images/front/2025082208142800101995_4_front.jpg,https://file.b18a.io/7833171656400109243_486603_.jpg,https://file.b18a.io/7833171656400109243_986260_.jpg,4,27,exists
2025082309094100108763,/Users/sky/WorkProject/Knob/download_images/front/2025082309094100108763_4_front.jpeg,https://file.b18a.io/8114885057600103290_611080_.jpeg,https://file.b18a.io/8114885057600103290_980652_.jpeg,4,480,exists
2025082207512000103860,/Users/sky/WorkProject/Knob/download_images/front/2025082207512000103860_4_front.jpg,https://file.b18a.io/7834892838100102519_738608_.jpg,https://file.b18a.io/7834892838100102519_749783_.jpg,4,941,exists
2025082807152600101647,/Users/sky/WorkProject/Knob/download_images/front/2025082807152600101647_5_front.jpg,https://file.b18a.io/8383176594700101133_819112_.jpg,https://file.b18a.io/8383176594700101133_109601_.jpg,5,873,exists
2025082410311500103538,/Users/sky/WorkProject/Knob/download_images/front/2025082410311500103538_4_front.jpeg,https://file.b18a.io/8246476434700107419_405913_.jpeg,https://file.b18a.io/8246476434700107419_489404_.jpeg,4,621,exists
2025082208111400100690,/Users/sky/WorkProject/Knob/download_images/front/2025082208111400100690_5_front.jpg,https://file.b18a.io/7881738835100101076_468846_.jpg,https://file.b18a.io/7881738835100101076_877366_.jpg,5,24,exists
2025082419140800101279,/Users/sky/WorkProject/Knob/download_images/front/2025082419140800101279_5_front.jpeg,https://file.b18a.io/7833436538700105818_117644_.jpeg,https://file.b18a.io/7833436538700105818_929920_.jpeg,5,659,exists
2025082309265800100412,/Users/sky/WorkProject/Knob/download_images/front/2025082309265800100412_4_front.jpeg,https://file.b18a.io/7836913404200109248_386762_.jpeg,https://file.b18a.io/7836913404200109248_668292_.jpeg,4,485,exists
2025082208220600105507,/Users/sky/WorkProject/Knob/download_images/front/2025082208220600105507_4_front.jpg,https://file.b18a.io/8089787249800103509_962949_.jpg,https://file.b18a.io/8089787249800103509_592629_.jpg,4,35,exists
2025082308512000107089,/Users/sky/WorkProject/Knob/download_images/front/2025082308512000107089_5_front.jpg,https://file.b18a.io/7833748619500108902_895829_.jpg,https://file.b18a.io/7833748619500108902_795113_.jpg,5,479,exists
2025082209100700105683,/Users/sky/WorkProject/Knob/download_images/front/2025082209100700105683_4_front.jpg,https://file.b18a.io/7838637039700106790_408633_.jpg,https://file.b18a.io/7838637039700106790_643246_.jpg,4,1008,exists
2025082208101900100330,/Users/sky/WorkProject/Knob/download_images/front/2025082208101900100330_5_front.jpg,https://file.b18a.io/7833412611900108807_851086_.jpg,https://file.b18a.io/7833412611900108807_527419_.jpg,5,23,exists
2025082410302700103518,/Users/sky/WorkProject/Knob/download_images/front/2025082410302700103518_5_front.jpg,https://file.b18a.io/7834621983700108409_550156_.jpg,https://file.b18a.io/7834621983700108409_407237_.jpg,5,620,exists
2025082207454800102347,/Users/sky/WorkProject/Knob/download_images/front/2025082207454800102347_4_front.jpg,https://file.b18a.io/7841171033000104513_144146_.jpg,https://file.b18a.io/7841171033000104513_582158_.jpg,4,940,exists
2025082806131300100541,/Users/sky/WorkProject/Knob/download_images/front/2025082806131300100541_4_front.png,https://file.b18a.io/7833624171000108098_608614_.png,https://file.b18a.io/7833624171000108098_820942_.png,4,872,exists
2025082309292100100695,/Users/sky/WorkProject/Knob/download_images/front/2025082309292100100695_4_front.jpg,https://file.b18a.io/8131146905800107565_190694_.jpg,https://file.b18a.io/8131146905800107565_481722_.jpg,4,486,exists
2025082208215900105438,/Users/sky/WorkProject/Knob/download_images/front/2025082208215900105438_4_front.jpg,https://file.b18a.io/7906508803300102323_722436_.jpg,https://file.b18a.io/7906508803300102323_995176_.jpg,4,34,exists
2025082308483100106816,/Users/sky/WorkProject/Knob/download_images/front/2025082308483100106816_4_front.jpg,https://file.b18a.io/8290653161200109013_579968_.jpg,https://file.b18a.io/8290653161200109013_832414_.jpg,4,478,exists
2025082208163900102943,/Users/sky/WorkProject/Knob/download_images/front/2025082208163900102943_4_front.jpg,https://file.b18a.io/7832630738100105234_425246_.jpg,https://file.b18a.io/7832630738100105234_286001_.jpg,4,28,exists
2025082410300500103507,/Users/sky/WorkProject/Knob/download_images/front/2025082410300500103507_4_front.jpg,https://file.b18a.io/7833641570300105372_924081_.jpg,https://file.b18a.io/7833641570300105372_603179_.jpg,4,619,exists
2025082419191600101324,/Users/sky/WorkProject/Knob/download_images/front/2025082419191600101324_4_front.jpg,https://file.b18a.io/8353166973000105474_415296_.jpg,https://file.b18a.io/8353166973000105474_602168_.jpg,4,660,exists
2025082314161900108872,/Users/sky/WorkProject/Knob/download_images/front/2025082314161900108872_4_front.jpg,https://file.b18a.io/7893319937700109700_375945_.jpg,https://file.b18a.io/7893319937700109700_350360_.jpg,4,527,exists
2025082209094400105511,/Users/sky/WorkProject/Knob/download_images/front/2025082209094400105511_4_front.jpeg,https://file.b18a.io/7852664910500108069_692863_.jpeg,https://file.b18a.io/7852664910500108069_792246_.jpeg,4,1007,exists
2025082207442300101990,/Users/sky/WorkProject/Knob/download_images/front/2025082207442300101990_5_front.png,https://file.b18a.io/7836847054600101020_592501_.png,https://file.b18a.io/7836847054600101020_314277_.jpg,5,939,exists
2025082805574200100285,/Users/sky/WorkProject/Knob/download_images/front/2025082805574200100285_4_front.jpg,https://file.b18a.io/8376653122900104409_120175_.jpg,https://file.b18a.io/8376653122900104409_716118_.jpg,4,871,exists
2025082308475000106730,/Users/sky/WorkProject/Knob/download_images/front/2025082308475000106730_4_front.jpg,https://file.b18a.io/7833300809700104029_112588_.jpg,https://file.b18a.io/7833300809700104029_337731_.jpg,4,477,exists
2025082410245700103321,/Users/sky/WorkProject/Knob/download_images/front/2025082410245700103321_4_front.jpg,https://file.b18a.io/7832660434900107683_140917_.jpg,https://file.b18a.io/7832660434900107683_526315_.jpg,4,618,exists
2025082309345800101259,/Users/sky/WorkProject/Knob/download_images/front/2025082309345800101259_5_front.jpeg,https://file.b18a.io/7934304288000101119_147632_.jpeg,https://file.b18a.io/7934304288000101119_544260_.jpeg,5,487,exists
2025082308231800104282,/Users/sky/WorkProject/Knob/download_images/front/2025082308231800104282_4_front.jpg,https://file.b18a.io/7838723383700107940_351973_.jpg,https://file.b18a.io/7838723383700107940_444659_.jpg,4,472,exists
2025082209084000105084,/Users/sky/WorkProject/Knob/download_images/front/2025082209084000105084_4_front.jpg,https://file.b18a.io/7832660936100108060_257001_.jpg,https://file.b18a.io/7832660936100108060_369776_.jpg,4,1006,exists
2025082207432000101744,/Users/sky/WorkProject/Knob/download_images/front/2025082207432000101744_4_front.png,https://file.b18a.io/7837899077800109666_442550_.png,https://file.b18a.io/7837899077800109666_729387_.png,4,938,exists
2025082804142900108863,/Users/sky/WorkProject/Knob/download_images/front/2025082804142900108863_4_front.jpeg,https://file.b18a.io/7840697677200102794_989943_.jpeg,https://file.b18a.io/7840697677200102794_711078_.jpeg,4,870,exists
2025082410234000103286,/Users/sky/WorkProject/Knob/download_images/front/2025082410234000103286_5_front.jpeg,https://file.b18a.io/8292002807900101017_225043_.jpeg,https://file.b18a.io/8292002807900101017_750044_.jpeg,5,617,exists
2025082308330000105230,/Users/sky/WorkProject/Knob/download_images/front/2025082308330000105230_5_front.jpg,https://file.b18a.io/7893280465200108000_877940_.jpg,https://file.b18a.io/7893280465200108000_164388_.jpg,5,476,exists
2025082419205800101344,/Users/sky/WorkProject/Knob/download_images/front/2025082419205800101344_4_front.jpeg,https://file.b18a.io/7834409230600105348_559642_.jpeg,https://file.b18a.io/7834409230600105348_130304_.jpeg,4,661,exists
2025082209053000103945,/Users/sky/WorkProject/Knob/download_images/front/2025082209053000103945_4_front.jpeg,https://file.b18a.io/7833168765900108099_502223_.jpeg,https://file.b18a.io/7833168765900108099_914774_.jpeg,4,1005,exists
2025082207422400101542,/Users/sky/WorkProject/Knob/download_images/front/2025082207422400101542_4_front.jpeg,https://file.b18a.io/7866889396600108697_824460_.jpeg,https://file.b18a.io/7866889396600108697_775667_.jpeg,4,937,exists
2025082804115800108828,/Users/sky/WorkProject/Knob/download_images/front/2025082804115800108828_4_front.jpeg,https://file.b18a.io/8382292538500109832_335330_.jpeg,https://file.b18a.io/8382292538500109832_288325_.jpeg,4,869,exists
2025082410222000103237,/Users/sky/WorkProject/Knob/download_images/front/2025082410222000103237_5_front.jpeg,https://file.b18a.io/7833707988800102850_959103_.jpeg,https://file.b18a.io/7833707988800102850_925192_.jpeg,5,616,exists
2025082511362200108893,/Users/sky/WorkProject/Knob/download_images/front/2025082511362200108893_4_front.jpg,https://file.b18a.io/7839151096700106283_434767_.jpg,https://file.b18a.io/7839151096700106283_686713_.jpg,4,709,exists
2025082208055700108689,/Users/sky/WorkProject/Knob/download_images/front/2025082208055700108689_4_front.jpg,https://file.b18a.io/7833234862500103447_911466_.jpg,https://file.b18a.io/7833234862500103447_333277_.jpg,4,19,exists
2025082209050300103822,/Users/sky/WorkProject/Knob/download_images/front/2025082209050300103822_4_front.jpeg,https://file.b18a.io/8322765116400100458_663865_.jpeg,https://file.b18a.io/8322765116400100458_414464_.jpeg,4,1004,exists
2025082208043200108190,/Users/sky/WorkProject/Knob/download_images/front/2025082208043200108190_4_front.jpg,https://file.b18a.io/8150566989000105588_326236_.jpg,https://file.b18a.io/8150566989000105588_533760_.jpg,4,18,exists
2025082410070900102575,/Users/sky/WorkProject/Knob/download_images/front/2025082410070900102575_4_front.jpg,https://file.b18a.io/7841883321100106328_657995_.jpg,https://file.b18a.io/7841883321100106328_433853_.jpg,4,615,exists
2025082207395600101022,/Users/sky/WorkProject/Knob/download_images/front/2025082207395600101022_4_front.jpeg,https://file.b18a.io/7838855393000104679_583745_.jpeg,https://file.b18a.io/7838855393000104679_369151_.jpeg,4,936,exists
2025082803541300108623,/Users/sky/WorkProject/Knob/download_images/front/2025082803541300108623_4_front.jpg,https://file.b18a.io/8382148082600109667_356989_.jpg,https://file.b18a.io/8382148082600109667_883427_.jpg,4,868,exists
2025082420240800101902,/Users/sky/WorkProject/Knob/download_images/front/2025082420240800101902_4_front.jpg,https://file.b18a.io/8353563517900105682_373811_.jpg,https://file.b18a.io/8353563517900105682_316982_.jpg,4,662,exists
2025082208070700109104,/Users/sky/WorkProject/Knob/download_images/front/2025082208070700109104_4_front.jpg,https://file.b18a.io/7873091485000102465_435725_.jpg,https://file.b18a.io/7873091485000102465_833598_.jpg,4,20,exists
2025082410024400102403,/Users/sky/WorkProject/Knob/download_images/front/2025082410024400102403_4_front.jpg,https://file.b18a.io/7832752148500108649_100995_.jpg,https://file.b18a.io/7832752148500108649_100480_.jpg,4,614,exists
2025082208024900107563,/Users/sky/WorkProject/Knob/download_images/front/2025082208024900107563_4_front.png,https://file.b18a.io/7890555426900109747_743194_.png,https://file.b18a.io/7890555426900109747_996706_.png,4,17,exists
2025082415404800106560,/Users/sky/WorkProject/Knob/download_images/front/2025082415404800106560_5_front.jpg,https://file.b18a.io/7837747840900100171_889727_.jpg,https://file.b18a.io/7837747840900100171_698652_.jpg,5,653,exists
2025082209035200103527,/Users/sky/WorkProject/Knob/download_images/front/2025082209035200103527_4_front.jpg,https://file.b18a.io/7882545539800101087_779234_.jpg,https://file.b18a.io/7882545539800101087_939664_.jpg,4,1003,exists
2025082207390800100840,/Users/sky/WorkProject/Knob/download_images/front/2025082207390800100840_5_front.jpg,https://file.b18a.io/7832634458600107508_897894_.jpg,https://file.b18a.io/7832634458600107508_432917_.jpg,5,935,exists
2025082803423600108522,/Users/sky/WorkProject/Knob/download_images/front/2025082803423600108522_4_front.jpg,https://file.b18a.io/8381933041800109440_143104_.jpg,https://file.b18a.io/8381933041800109440_452301_.jpg,4,867,exists
2025082208171100103148,/Users/sky/WorkProject/Knob/download_images/front/2025082208171100103148_5_front.jpg,https://file.b18a.io/7837350975600107200_136801_.jpg,https://file.b18a.io/7837350975600107200_182388_.jpg,5,29,exists
2025082310063800104100,/Users/sky/WorkProject/Knob/download_images/front/2025082310063800104100_4_front.jpeg,https://file.b18a.io/7858970166100101656_998310_.jpeg,https://file.b18a.io/7858970166100101656_648203_.jpeg,4,490,exists
2025082410022300102381,/Users/sky/WorkProject/Knob/download_images/front/2025082410022300102381_5_front.png,https://file.b18a.io/8349711574700108617_867171_.png,https://file.b18a.io/8349711574700108617_140796_.png,5,613,exists
2025082208094500100107,/Users/sky/WorkProject/Knob/download_images/front/2025082208094500100107_4_front.jpg,https://file.b18a.io/7839460229500107314_757634_.jpg,https://file.b18a.io/7839460229500107314_906741_.jpg,4,22,exists
2025082308133300103282,/Users/sky/WorkProject/Knob/download_images/front/2025082308133300103282_5_front.jpg,https://file.b18a.io/8256285451800108373_391264_.jpg,https://file.b18a.io/8256285451800108373_523035_.jpg,5,470,exists
2025082209004200102874,/Users/sky/WorkProject/Knob/download_images/front/2025082209004200102874_4_front.jpg,https://file.b18a.io/7854614538400107606_640794_.jpg,https://file.b18a.io/7854614538400107606_860005_.jpg,4,1002,exists
2025082208024200107523,/Users/sky/WorkProject/Knob/download_images/front/2025082208024200107523_4_front.jpg,https://file.b18a.io/7839252811000103542_637429_.jpg,https://file.b18a.io/7839252811000103542_436803_.jpg,4,16,exists
2025082421343900102446,/Users/sky/WorkProject/Knob/download_images/front/2025082421343900102446_5_front.jpeg,https://file.b18a.io/7844126411100109639_194142_.jpeg,https://file.b18a.io/7844126411100109639_946276_.jpeg,5,663,exists
2025082207353100100120,/Users/sky/WorkProject/Knob/download_images/front/2025082207353100100120_4_front.jpg,https://file.b18a.io/7833150375700100439_358051_.jpg,https://file.b18a.io/7833150375700100439_476561_.jpg,4,934,exists
2025082803371800108448,/Users/sky/WorkProject/Knob/download_images/front/2025082803371800108448_4_front.png,https://file.b18a.io/8369355834100106383_865778_.png,https://file.b18a.io/8369355834100106383_926146_.png,4,866,exists
2025082314140500108719,/Users/sky/WorkProject/Knob/download_images/front/2025082314140500108719_4_front.jpg,https://file.b18a.io/7832666763100103252_264745_.jpg,https://file.b18a.io/7832666763100103252_287919_.jpg,4,525,exists
2025082409505800101827,/Users/sky/WorkProject/Knob/download_images/front/2025082409505800101827_4_front.jpeg,https://file.b18a.io/8084302444000101100_923727_.jpeg,https://file.b18a.io/8084302444000101100_118632_.jpeg,4,612,exists
2025082308110100103029,/Users/sky/WorkProject/Knob/download_images/front/2025082308110100103029_5_front.jpeg,https://file.b18a.io/8156929458300108879_844299_.jpeg,https://file.b18a.io/8156929458300108879_528487_.jpeg,5,469,exists
2025082511512200109321,/Users/sky/WorkProject/Knob/download_images/front/2025082511512200109321_4_front.jpg,https://file.b18a.io/8325838768300104616_785136_.jpg,https://file.b18a.io/8325838768300104616_565243_.jpg,4,710,exists
2025082208581100102338,/Users/sky/WorkProject/Knob/download_images/front/2025082208581100102338_4_front.jpeg,https://file.b18a.io/7839963282600104707_804821_.jpeg,https://file.b18a.io/7839963282600104707_964307_.jpeg,4,1001,exists
2025082310093000104295,/Users/sky/WorkProject/Knob/download_images/front/2025082310093000104295_4_front.jpg,https://file.b18a.io/7836075479400105548_282941_.jpg,https://file.b18a.io/7836075479400105548_958797_.jpg,4,491,exists
2025082207340800109845,/Users/sky/WorkProject/Knob/download_images/front/2025082207340800109845_4_front.jpeg,https://file.b18a.io/7833232493200102598_286470_.jpeg,https://file.b18a.io/7833232493200102598_871903_.jpeg,4,933,exists
2025082803325600108397,/Users/sky/WorkProject/Knob/download_images/front/2025082803325600108397_5_front.jpg,https://file.b18a.io/8089760138800103013_927062_.jpg,https://file.b18a.io/8089760138800103013_994176_.jpg,5,865,exists
2025082409485500101746,/Users/sky/WorkProject/Knob/download_images/front/2025082409485500101746_4_front.jpeg,https://file.b18a.io/7832568410800104732_841807_.jpeg,https://file.b18a.io/7832568410800104732_713766_.jpeg,4,611,exists
2025082308092200102851,/Users/sky/WorkProject/Knob/download_images/front/2025082308092200102851_4_front.jpeg,https://file.b18a.io/7832588750000109590_228610_.jpeg,https://file.b18a.io/7832588750000109590_998196_.jpeg,4,468,exists
2025082316164100105653,/Users/sky/WorkProject/Knob/download_images/front/2025082316164100105653_4_front.jpeg,https://file.b18a.io/7896084002600101021_468447_.jpeg,https://file.b18a.io/7896084002600101021_218416_.jpeg,4,541,exists
2025082208570700102043,/Users/sky/WorkProject/Knob/download_images/front/2025082208570700102043_4_front.jpg,https://file.b18a.io/7839509507600105195_138284_.jpg,https://file.b18a.io/7839509507600105195_684856_.jpg,4,1000,exists
2025082409461000101612,/Users/sky/WorkProject/Knob/download_images/front/2025082409461000101612_4_front.jpeg,https://file.b18a.io/7833511649100107134_105961_.jpeg,https://file.b18a.io/7833511649100107134_710136_.jpeg,4,610,exists
2025082207200700107181,/Users/sky/WorkProject/Knob/download_images/front/2025082207200700107181_5_front.jpg,https://file.b18a.io/7837957704300105580_583623_.jpg,https://file.b18a.io/7837957704300105580_777452_.jpg,5,932,exists
2025082803260800108323,/Users/sky/WorkProject/Knob/download_images/front/2025082803260800108323_4_front.jpeg,https://file.b18a.io/8382025559500109560_859015_.jpeg,https://file.b18a.io/8382025559500109560_331661_.jpeg,4,864,exists
2025082307522200101163,/Users/sky/WorkProject/Knob/download_images/front/2025082307522200101163_4_front.jpeg,https://file.b18a.io/7832654082500102444_375614_.jpeg,https://file.b18a.io/7832654082500102444_172074_.jpeg,4,467,exists
2025082310135300104640,/Users/sky/WorkProject/Knob/download_images/front/2025082310135300104640_4_front.jpeg,https://file.b18a.io/7887971694200104181_860163_.jpeg,https://file.b18a.io/7887971694200104181_519591_.jpeg,4,492,exists
2025082409410000101348,/Users/sky/WorkProject/Knob/download_images/front/2025082409410000101348_4_front.jpg,https://file.b18a.io/7832663148900109966_643350_.jpg,https://file.b18a.io/7832663148900109966_701184_.jpg,4,609,exists
2025082207591200106274,/Users/sky/WorkProject/Knob/download_images/front/2025082207591200106274_4_front.jpeg,https://file.b18a.io/8314548601100100304_123617_.jpeg,https://file.b18a.io/8314548601100100304_676412_.jpeg,4,13,exists
2025082414505800104415,/Users/sky/WorkProject/Knob/download_images/front/2025082414505800104415_4_front.jpg,https://file.b18a.io/7837687733800103392_820699_.jpg,https://file.b18a.io/7837687733800103392_252688_.jpg,4,644,exists
2025082307371600109664,/Users/sky/WorkProject/Knob/download_images/front/2025082307371600109664_4_front.jpeg,https://file.b18a.io/8322112668200109559_297076_.jpeg,https://file.b18a.io/8322112668200109559_781178_.png,4,466,exists
2025082208531600100554,/Users/sky/WorkProject/Knob/download_images/front/2025082208531600100554_4_front.jpeg,https://file.b18a.io/8089608949000100703_655171_.jpeg,https://file.b18a.io/8089608949000100703_668223_.jpeg,4,999,exists
2025082207190300107000,/Users/sky/WorkProject/Knob/download_images/front/2025082207190300107000_4_front.jpeg,https://file.b18a.io/7832760896300104838_781953_.jpeg,https://file.b18a.io/7832760896300104838_650106_.jpeg,4,931,exists
2025082803100500108136,/Users/sky/WorkProject/Knob/download_images/front/2025082803100500108136_5_front.jpg,https://file.b18a.io/8381830684500109330_361011_.jpg,https://file.b18a.io/8381830684500109330_925652_.jpg,5,863,exists
2025082207565500105502,/Users/sky/WorkProject/Knob/download_images/front/2025082207565500105502_4_front.jpg,https://file.b18a.io/7833131797800102484_887256_.jpg,https://file.b18a.io/7833131797800102484_378457_.jpg,4,12,exists
2025082407472400105923,/Users/sky/WorkProject/Knob/download_images/front/2025082407472400105923_4_front.jpeg,https://file.b18a.io/8305738804600106892_326683_.jpeg,https://file.b18a.io/8305738804600106892_765692_.jpeg,4,592,exists
2025082314140400108716,/Users/sky/WorkProject/Knob/download_images/front/2025082314140400108716_5_front.jpeg,https://file.b18a.io/7832941412800101933_818965_.jpeg,https://file.b18a.io/7832941412800101933_423100_.jpeg,5,524,exists
2025082207592700106376,/Users/sky/WorkProject/Knob/download_images/front/2025082207592700106376_4_front.jpeg,https://file.b18a.io/7836542779100107481_665680_.jpeg,https://file.b18a.io/7836542779100107481_909491_.jpeg,4,14,exists
2025082409392000101267,/Users/sky/WorkProject/Knob/download_images/front/2025082409392000101267_4_front.jpg,https://file.b18a.io/7954464925900105051_290869_.jpg,https://file.b18a.io/7954464925900105051_247114_.jpg,4,608,exists
2025082307342300109370,/Users/sky/WorkProject/Knob/download_images/front/2025082307342300109370_4_front.jpeg,https://file.b18a.io/7833676371200100085_697315_.jpeg,https://file.b18a.io/7833676371200100085_512974_.jpeg,4,465,exists
2025082208522600100141,/Users/sky/WorkProject/Knob/download_images/front/2025082208522600100141_4_front.png,https://file.b18a.io/7837777142900106318_812558_.png,https://file.b18a.io/7837777142900106318_171950_.png,4,998,exists
2025082207560800105271,/Users/sky/WorkProject/Knob/download_images/front/2025082207560800105271_4_front.jpg,https://file.b18a.io/7832760190600104326_840114_.jpg,https://file.b18a.io/7832760190600104326_596871_.jpg,4,11,exists
2025082207122000106012,/Users/sky/WorkProject/Knob/download_images/front/2025082207122000106012_4_front.png,https://file.b18a.io/7838300779700103454_231387_.png,https://file.b18a.io/7838300779700103454_856142_.png,4,930,exists
2025082802210800107572,/Users/sky/WorkProject/Knob/download_images/front/2025082802210800107572_4_front.jpg,https://file.b18a.io/8381591337100109090_498544_.jpg,https://file.b18a.io/8381591337100109090_184789_.jpg,4,862,exists
2025082310223500105295,/Users/sky/WorkProject/Knob/download_images/front/2025082310223500105295_5_front.jpg,https://file.b18a.io/7837317246300102717_550868_.jpg,https://file.b18a.io/7837317246300102717_624880_.jpg,5,493,exists
2025082208014400107210,/Users/sky/WorkProject/Knob/download_images/front/2025082208014400107210_4_front.jpg,https://file.b18a.io/7832939265800109568_378366_.jpg,https://file.b18a.io/7832939265800109568_610819_.jpg,4,15,exists
2025082307334700109321,/Users/sky/WorkProject/Knob/download_images/front/2025082307334700109321_4_front.jpg,https://file.b18a.io/8011472931000102419_332567_.jpg,https://file.b18a.io/8011472931000102419_956081_.jpg,4,464,exists
2025082208322700100484,/Users/sky/WorkProject/Knob/download_images/front/2025082208322700100484_4_front.jpg,https://file.b18a.io/7832955556000102516_294669_.jpg,https://file.b18a.io/7832955556000102516_208343_.jpg,4,43,exists
2025082316282700106054,/Users/sky/WorkProject/Knob/download_images/front/2025082316282700106054_5_front.jpeg,https://file.b18a.io/7894223819100106309_189018_.jpeg,https://file.b18a.io/7894223819100106309_828177_.jpeg,5,542,exists
2025082208521700100065,/Users/sky/WorkProject/Knob/download_images/front/2025082208521700100065_4_front.jpeg,https://file.b18a.io/7852154105300101005_825688_.jpeg,https://file.b18a.io/7852154105300101005_506587_.jpeg,4,997,exists
2025082906522900106100,/Users/sky/WorkProject/Knob/download_images/front/2025082906522900106100_4_front.jpg,https://file.b18a.io/7833520532800101480_176520_.jpg,https://file.b18a.io/7833520532800101480_215582_.jpg,4,929,exists
2025082802034100107401,/Users/sky/WorkProject/Knob/download_images/front/2025082802034100107401_4_front.jpg,https://file.b18a.io/7833014055800107620_154493_.jpg,https://file.b18a.io/7833014055800107620_573599_.jpg,4,861,exists
2025082307114500107084,/Users/sky/WorkProject/Knob/download_images/front/2025082307114500107084_4_front.jpg,https://file.b18a.io/7833484912600108662_232007_.jpg,https://file.b18a.io/7833484912600108662_149097_.jpg,4,463,exists
2025082310244000105471,/Users/sky/WorkProject/Knob/download_images/front/2025082310244000105471_4_front.jpeg,https://file.b18a.io/7833433452600104900_817980_.jpeg,https://file.b18a.io/7833433452600104900_527797_.jpeg,4,494,exists
2025082208510700109444,/Users/sky/WorkProject/Knob/download_images/front/2025082208510700109444_4_front.jpeg,https://file.b18a.io/7838563214600103995_650187_.jpeg,https://file.b18a.io/7838563214600103995_574569_.jpeg,4,996,exists
2025082906455200105643,/Users/sky/WorkProject/Knob/download_images/front/2025082906455200105643_4_front.jpg,https://file.b18a.io/8385442233300104238_821201_.jpg,https://file.b18a.io/8385442233300104238_377428_.jpg,4,928,exists
2025082801002700106928,/Users/sky/WorkProject/Knob/download_images/front/2025082801002700106928_5_front.jpeg,https://file.b18a.io/7836848431400101199_272703_.jpeg,https://file.b18a.io/7836848431400101199_414518_.jpeg,5,860,exists
2025082307110100106990,/Users/sky/WorkProject/Knob/download_images/front/2025082307110100106990_4_front.jpg,https://file.b18a.io/8081148190700106315_679285_.jpg,https://file.b18a.io/8081148190700106315_108082_.jpg,4,462,exists
2025082314121900108616,/Users/sky/WorkProject/Knob/download_images/front/2025082314121900108616_4_front.jpeg,https://file.b18a.io/8340922054700101520_899774_.jpeg,https://file.b18a.io/8340922054700101520_490562_.jpeg,4,523,exists
2025082407034200103845,/Users/sky/WorkProject/Knob/download_images/front/2025082407034200103845_4_front.jpg,https://file.b18a.io/8348660609800105768_834051_.jpg,https://file.b18a.io/8348660609800105768_647196_.jpg,4,588,exists
2025082208510500109423,/Users/sky/WorkProject/Knob/download_images/front/2025082208510500109423_4_front.jpeg,https://file.b18a.io/7832628644500103944_238754_.jpeg,https://file.b18a.io/7832628644500103944_681637_.jpeg,4,995,exists
2025082307010400106013,/Users/sky/WorkProject/Knob/download_images/front/2025082307010400106013_4_front.jpg,https://file.b18a.io/8020149473700107759_511434_.jpg,https://file.b18a.io/8020149473700107759_879743_.jpg,4,461,exists
2025082906372400105060,/Users/sky/WorkProject/Knob/download_images/front/2025082906372400105060_4_front.jpeg,https://file.b18a.io/7873936462500107348_825284_.jpeg,https://file.b18a.io/7873936462500107348_916917_.jpeg,4,927,exists
2025082800154700106688,/Users/sky/WorkProject/Knob/download_images/front/2025082800154700106688_4_front.jpg,https://file.b18a.io/8090061583900108154_440455_.jpg,https://file.b18a.io/8090061583900108154_119201_.jpg,4,859,exists
